City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Mumbai,2015-11-01,242.9,520.6,63.3,111.4,30.9,17.9,7.19,5.4,58.6,12.12,24.99,2.12,157.4,Poor
Chennai,2015-11-01,153.0,278.0,164.7,13.8,104.6,29.8,2.14,59.7,149.6,10.38,18.66,3.75,120.5,Satisfactory
Kolkata,2015-11-01,94.0,142.9,155.2,146.5,230.6,11.9,9.98,20.3,98.7,15.66,0.17,2.59,453.2,Poor
Bangalore,2015-11-01,85.0,153.2,117.3,78.8,67.3,30.4,6.1,19.1,131.6,13.27,25.66,0.89,76.5,Moderate
Delhi,2015-11-02,323.7,96.9,35.2,38.6,34.6,39.5,6.93,58.3,96.7,14.82,13.89,0.01,352.9,Satisfactory
Mumbai,2015-11-02,474.1,482.7,15.1,86.1,158.4,10.9,7.88,44.0,107.0,0.37,10.75,0.93,39.7,Very Poor
Chennai,2015-11-02,233.7,361.5,55.9,41.5,208.5,1.9,6.6,41.6,120.1,6.95,1.36,4.07,424.4,Very Poor
Kolkata,2015-11-02,272.6,466.8,93.2,35.6,215.4,16.3,9.39,43.5,38.1,13.55,14.62,4.55,118.9,Severe
Bangalore,2015-11-02,144.5,324.7,17.8,8.5,7.9,48.7,5.05,36.7,137.5,15.57,22.34,1.73,50.0,Poor
Delhi,2015-11-03,110.4,133.7,59.1,29.3,83.7,11.8,5.89,61.6,19.8,0.6,13.55,6.14,409.1,Good
Mumbai,2015-11-03,127.6,339.1,92.0,118.4,29.1,40.2,2.53,40.3,153.6,2.89,8.32,8.51,224.6,Very Poor
Chennai,2015-11-03,396.9,162.6,163.3,76.4,3.6,18.2,5.77,75.8,105.5,0.48,6.95,2.4,433.0,Good
Kolkata,2015-11-03,330.3,14.8,10.5,11.6,82.5,49.2,9.14,77.1,142.9,7.39,23.54,8.87,155.6,Moderate
Bangalore,2015-11-03,127.2,302.0,18.2,33.1,37.9,31.6,1.35,70.9,126.1,8.72,6.85,4.28,285.4,Good
Delhi,2015-11-04,387.3,270.2,195.7,114.2,213.7,2.4,4.89,63.2,7.0,5.85,5.36,0.01,134.5,Good
Mumbai,2015-11-04,364.2,30.6,152.0,79.3,174.1,5.1,2.01,76.1,25.0,19.32,19.71,6.9,38.7,Severe
Chennai,2015-11-04,275.4,189.6,54.4,125.2,105.9,25.0,9.98,64.8,134.1,14.03,12.48,3.21,242.2,Severe
Kolkata,2015-11-04,46.2,456.1,182.6,105.7,160.7,25.3,9.53,61.0,109.0,10.86,7.49,4.47,359.3,Good
Bangalore,2015-11-04,299.9,533.1,157.7,135.0,222.8,31.3,5.83,3.2,124.3,12.63,14.78,0.79,239.7,Moderate
Delhi,2015-11-05,235.1,31.5,63.3,88.1,194.3,44.6,9.77,0.1,117.8,6.91,2.6,3.48,430.3,Severe
Mumbai,2015-11-05,38.4,477.5,175.0,64.0,76.9,35.1,4.04,26.5,9.1,5.07,10.93,3.57,47.1,Very Poor
Chennai,2015-11-05,107.0,169.8,180.8,125.5,229.3,48.4,9.67,14.9,3.7,16.51,16.93,0.69,70.8,Poor
Kolkata,2015-11-05,150.0,567.9,9.0,32.9,43.6,46.6,9.16,55.4,11.6,19.81,22.32,6.11,277.4,Severe
Bangalore,2015-11-05,437.4,486.3,1.3,88.3,199.6,21.2,0.45,48.1,140.8,6.73,10.53,5.47,172.4,Poor
Delhi,2015-11-06,275.5,596.0,93.6,115.5,204.6,6.7,9.69,91.6,39.0,5.6,25.74,2.61,337.0,Poor
Mumbai,2015-11-06,23.5,245.5,66.5,58.0,111.6,2.8,8.55,64.3,22.6,1.98,28.78,8.97,461.4,Very Poor
Chennai,2015-11-06,94.3,559.5,46.5,122.0,129.2,30.7,8.94,32.1,51.7,8.16,12.32,3.0,308.0,Poor
Kolkata,2015-11-06,186.4,528.7,15.9,142.7,73.7,41.1,9.65,3.4,168.6,16.9,26.87,1.49,186.4,Moderate
Bangalore,2015-11-06,329.3,138.9,107.3,85.0,84.2,32.0,0.52,39.3,78.4,15.79,29.75,7.14,371.8,Satisfactory
Delhi,2015-11-07,331.0,111.2,145.0,103.5,216.2,9.3,3.74,58.0,44.7,19.68,15.31,1.73,447.7,Moderate
Mumbai,2015-11-07,62.9,554.0,102.2,123.5,211.6,10.7,3.47,81.7,156.6,2.67,16.58,1.04,62.3,Satisfactory
Chennai,2015-11-07,88.5,108.3,151.0,38.4,123.0,23.6,1.47,76.6,185.1,16.34,0.79,2.9,409.0,Poor
Kolkata,2015-11-07,305.8,263.6,192.3,34.1,133.0,4.0,2.61,87.2,32.9,11.5,1.36,6.61,231.0,Good
Bangalore,2015-11-07,133.7,344.4,108.0,17.2,1.9,34.5,0.2,82.8,4.2,19.5,14.66,7.29,422.8,Poor
Delhi,2015-11-08,126.8,172.1,120.7,97.6,203.6,12.6,8.36,37.5,30.6,0.26,22.94,6.04,368.7,Poor
Mumbai,2015-11-08,39.1,296.0,188.7,5.1,157.1,40.3,7.49,94.9,77.3,5.0,27.16,7.98,318.2,Good
Chennai,2015-11-08,108.3,420.6,46.8,73.0,14.0,13.8,5.78,44.4,100.6,6.52,18.26,0.38,423.6,Good
Kolkata,2015-11-08,241.6,216.5,92.3,95.1,211.3,31.1,9.6,27.3,115.1,6.39,24.39,0.65,251.5,Satisfactory
Bangalore,2015-11-08,404.6,197.8,181.8,74.8,93.2,34.5,0.32,53.3,105.2,17.48,14.05,5.3,394.9,Very Poor
Delhi,2015-11-09,24.2,546.8,168.0,12.8,91.6,8.6,0.86,88.4,60.7,11.27,12.07,2.79,199.9,Good
Mumbai,2015-11-09,355.8,343.7,74.3,19.4,165.2,15.5,1.07,23.1,120.7,3.96,24.81,9.24,136.8,Poor
Chennai,2015-11-09,423.5,392.5,95.7,6.4,70.2,42.2,1.13,35.7,157.8,4.4,17.81,8.95,259.5,Severe
Kolkata,2015-11-09,103.9,412.6,27.7,5.7,132.8,11.2,1.85,78.6,67.7,3.2,13.69,2.75,386.2,Poor
Bangalore,2015-11-09,71.2,8.6,79.4,25.3,90.7,35.9,2.13,93.3,116.1,18.78,2.23,6.03,466.3,Severe
Delhi,2015-11-10,348.1,96.7,27.5,69.9,44.3,20.9,9.62,79.7,138.8,16.46,22.14,9.66,174.9,Severe
Mumbai,2015-11-10,354.1,55.7,150.4,126.0,86.9,38.8,6.42,24.5,68.5,14.67,0.12,8.15,179.9,Poor
Chennai,2015-11-10,106.8,129.1,121.6,61.9,139.0,19.9,1.77,98.2,37.5,18.62,24.37,6.05,88.6,Moderate
Kolkata,2015-11-10,413.2,13.0,134.9,112.3,72.5,14.4,7.8,49.2,78.2,11.01,8.11,0.28,341.7,Good
Bangalore,2015-11-10,340.6,263.2,139.1,52.4,213.0,46.9,4.07,80.2,84.1,15.62,9.6,6.23,433.1,Severe
Delhi,2015-11-11,426.4,14.8,48.8,144.2,146.3,27.8,3.39,20.2,109.9,13.64,4.29,8.96,212.0,Very Poor
Mumbai,2015-11-11,288.2,251.4,11.2,43.7,32.3,15.8,0.38,87.9,122.7,6.54,20.13,9.37,183.7,Satisfactory
Chennai,2015-11-11,241.2,470.7,110.4,148.6,119.5,15.2,4.96,13.6,125.5,3.65,26.65,8.89,411.6,Good
Kolkata,2015-11-11,432.5,16.5,69.8,23.6,180.9,25.1,2.26,7.2,191.1,2.48,29.19,4.62,17.7,Very Poor
Bangalore,2015-11-11,387.9,381.0,120.3,56.5,245.3,37.2,2.95,50.6,38.4,10.4,23.74,7.24,112.8,Poor
Delhi,2015-11-12,292.6,540.6,176.1,18.3,151.5,48.1,1.54,85.9,119.6,3.07,3.46,5.34,405.3,Satisfactory
Mumbai,2015-11-12,461.9,159.4,145.9,9.2,176.2,22.8,2.34,80.4,117.7,19.26,2.67,7.47,149.3,Good
Chennai,2015-11-12,194.4,242.0,48.3,43.3,187.1,10.8,2.76,97.9,188.5,19.53,23.06,8.49,232.4,Severe
Kolkata,2015-11-12,59.4,110.6,187.4,115.9,199.8,9.7,2.33,6.1,177.6,17.32,22.06,3.27,458.4,Severe
Bangalore,2015-11-12,127.1,372.4,102.0,39.1,120.7,11.6,0.1,25.6,49.1,1.42,6.51,2.27,69.0,Good
Delhi,2015-11-13,328.3,295.0,168.2,143.0,206.2,44.6,1.92,79.9,67.6,8.63,4.13,7.38,303.9,Poor
Mumbai,2015-11-13,59.8,35.6,119.9,118.9,1.1,46.0,7.17,63.2,188.3,18.36,23.07,8.16,77.7,Poor
Chennai,2015-11-13,318.7,540.5,164.3,74.5,88.2,38.6,0.58,3.6,131.8,2.98,11.18,5.4,291.4,Satisfactory
Kolkata,2015-11-13,442.8,310.9,9.7,35.1,123.4,38.2,3.83,62.4,42.8,4.83,0.68,4.27,77.1,Moderate
Bangalore,2015-11-13,0.5,293.3,190.4,75.8,182.5,45.6,7.07,51.8,59.4,11.0,0.56,2.82,285.3,Satisfactory
Delhi,2015-11-14,318.1,558.1,194.3,143.7,114.7,10.0,8.82,30.5,41.1,13.21,14.43,9.51,478.7,Poor
Mumbai,2015-11-14,19.3,101.9,197.3,148.4,236.7,43.7,9.5,83.4,79.8,18.19,10.54,8.55,79.5,Satisfactory
Chennai,2015-11-14,302.7,305.6,63.1,23.0,183.5,12.5,3.47,73.0,37.7,13.02,2.5,7.52,272.2,Poor
Kolkata,2015-11-14,425.3,234.4,113.5,86.2,119.7,44.9,4.11,6.0,118.0,11.9,6.0,9.97,116.4,Satisfactory
Bangalore,2015-11-14,101.3,383.4,177.3,60.1,91.3,32.1,1.18,45.7,105.5,6.43,8.49,4.91,479.2,Poor
Delhi,2015-11-15,464.9,264.9,99.0,81.6,126.4,0.2,1.69,42.1,162.7,1.16,21.27,8.99,150.8,Satisfactory
Mumbai,2015-11-15,79.0,548.8,117.3,6.0,48.6,29.1,2.91,23.9,185.0,15.85,19.23,4.43,499.2,Satisfactory
Chennai,2015-11-15,264.6,545.4,60.9,38.5,193.2,47.3,6.58,68.5,118.3,4.26,18.9,0.7,475.2,Good
Kolkata,2015-11-15,493.6,515.2,41.9,71.5,101.9,13.4,6.36,84.9,63.6,11.97,4.27,9.81,264.5,Severe
Bangalore,2015-11-15,335.8,147.0,1.0,120.7,57.3,12.1,2.86,15.4,148.2,3.69,11.75,4.64,185.5,Severe
Delhi,2015-11-16,284.3,423.1,29.5,140.7,248.7,2.2,0.79,23.3,160.4,3.61,28.35,9.45,498.7,Poor
Mumbai,2015-11-16,369.4,29.4,60.2,125.5,204.3,2.5,6.57,43.3,23.7,10.17,28.7,3.03,10.5,Good
Chennai,2015-11-16,168.2,527.8,127.6,48.2,4.0,0.3,2.12,57.8,95.6,13.18,12.76,7.72,323.7,Very Poor
Kolkata,2015-11-16,311.8,595.9,114.1,112.1,167.2,33.4,4.3,18.6,47.3,11.54,25.52,6.27,419.1,Moderate
Bangalore,2015-11-16,387.6,32.6,188.0,95.5,152.2,8.1,3.94,99.4,169.3,5.2,28.31,0.71,311.6,Good
Delhi,2015-11-17,365.8,59.1,133.4,40.1,157.1,16.9,6.84,49.9,4.8,11.66,29.45,2.63,187.3,Severe
Mumbai,2015-11-17,395.4,592.5,89.9,113.1,3.4,15.6,4.19,79.0,152.7,0.59,4.24,4.9,427.4,Severe
Chennai,2015-11-17,51.9,351.4,96.7,29.6,188.3,11.1,1.1,96.8,58.9,3.66,26.72,9.24,35.8,Severe
Kolkata,2015-11-17,49.5,87.9,90.4,72.4,141.0,21.5,1.04,41.7,17.3,3.79,27.15,4.48,492.2,Satisfactory
Bangalore,2015-11-17,98.3,158.8,88.4,13.8,191.4,8.1,7.27,96.9,42.5,8.73,26.09,7.19,68.4,Severe
Delhi,2015-11-18,409.8,182.2,70.6,23.8,8.2,5.5,0.35,40.8,124.8,0.8,20.86,5.26,176.2,Severe
Mumbai,2015-11-18,182.9,7.6,50.0,58.9,229.0,15.8,7.51,53.7,126.1,17.48,10.95,2.55,483.8,Very Poor
Chennai,2015-11-18,317.3,513.6,7.5,68.4,5.8,16.3,9.58,21.3,50.1,13.61,16.96,8.15,340.4,Good
Kolkata,2015-11-18,33.5,570.0,54.1,27.7,30.6,33.6,2.16,50.9,77.7,7.58,1.65,0.89,156.3,Very Poor
Bangalore,2015-11-18,185.3,357.5,57.1,20.1,110.9,34.9,2.55,23.3,5.6,0.35,14.04,7.31,123.8,Very Poor
Delhi,2015-11-19,133.7,563.7,133.1,121.5,48.5,34.4,7.61,46.4,142.6,7.69,25.23,9.6,125.8,Very Poor
Mumbai,2015-11-19,73.6,32.5,69.1,107.5,70.7,6.4,8.79,55.6,135.0,18.24,8.16,1.69,96.0,Good
Chennai,2015-11-19,209.9,503.2,84.2,48.5,151.6,17.9,6.39,79.1,56.7,17.05,7.67,6.93,171.5,Poor
Kolkata,2015-11-19,432.8,71.5,85.8,122.0,234.7,34.8,5.3,99.7,21.5,14.51,21.85,8.98,60.1,Moderate
Bangalore,2015-11-19,382.0,404.8,2.0,8.0,206.1,41.5,5.85,44.9,187.7,8.89,10.55,3.19,192.1,Poor
Delhi,2015-11-20,75.8,350.8,123.0,23.6,223.5,36.6,0.39,46.0,116.4,12.95,29.24,2.93,158.1,Poor
Mumbai,2015-11-20,68.6,248.7,56.2,146.3,98.4,18.3,0.7,46.5,185.9,10.64,27.77,3.76,300.1,Moderate
Chennai,2015-11-20,329.5,575.2,134.2,33.9,125.2,13.3,9.55,16.1,1.8,19.93,0.79,1.61,223.2,Satisfactory
Kolkata,2015-11-20,282.1,299.2,62.3,68.7,108.3,0.3,6.02,23.6,2.8,13.01,3.36,7.08,437.9,Good
Bangalore,2015-11-20,136.4,488.1,140.5,113.2,188.9,30.0,0.13,57.5,167.2,6.95,24.35,2.85,389.1,Good
Delhi,2015-11-21,112.3,110.5,126.5,0.8,38.9,2.4,9.28,58.9,191.2,18.81,9.37,5.27,415.1,Very Poor
Mumbai,2015-11-21,306.3,61.1,21.1,84.2,79.4,9.3,6.98,42.6,106.5,2.59,18.88,5.24,191.0,Moderate
Chennai,2015-11-21,224.9,560.3,196.6,63.4,57.0,44.3,6.1,11.5,84.1,7.58,11.92,1.08,360.0,Good
Kolkata,2015-11-21,97.7,330.1,6.9,32.9,155.9,23.2,4.28,18.7,24.3,9.21,23.63,9.86,48.3,Good
Bangalore,2015-11-21,2.5,219.6,58.9,81.0,229.0,48.6,1.33,79.6,111.3,8.73,3.0,7.61,430.9,Moderate
Delhi,2015-11-22,123.3,53.2,11.8,90.3,122.9,24.3,5.16,81.7,94.6,9.47,27.42,0.51,108.5,Good
Mumbai,2015-11-22,386.3,141.8,111.9,10.6,233.1,43.6,4.17,81.6,16.5,2.68,14.51,0.51,482.9,Good
Chennai,2015-11-22,215.3,543.5,103.6,75.7,247.8,36.6,1.36,35.4,62.9,0.85,5.69,8.97,12.1,Very Poor
Kolkata,2015-11-22,375.8,438.0,22.0,46.2,13.0,41.4,5.45,94.7,60.9,19.89,26.7,2.08,485.2,Moderate
Bangalore,2015-11-22,111.1,501.0,80.6,12.6,207.5,6.9,3.14,41.6,147.9,13.1,3.45,1.82,289.8,Severe
Delhi,2015-11-23,133.7,532.2,89.4,43.1,143.7,25.7,5.9,52.1,118.6,2.58,24.52,1.9,418.2,Satisfactory
Mumbai,2015-11-23,479.4,111.3,133.0,61.4,58.8,46.1,6.16,57.3,111.1,5.14,3.47,5.3,493.6,Moderate
Chennai,2015-11-23,312.6,58.9,66.1,111.5,116.7,27.9,8.37,54.1,42.2,6.23,17.0,2.48,26.6,Poor
Kolkata,2015-11-23,189.5,385.2,55.3,75.9,142.2,4.1,3.61,37.2,80.9,6.26,10.56,2.73,371.3,Very Poor
Bangalore,2015-11-23,17.9,335.0,124.6,46.3,29.2,0.2,1.68,38.6,173.0,15.21,15.87,6.47,358.6,Satisfactory
Delhi,2015-11-24,341.0,282.3,43.4,18.2,151.2,26.3,9.08,86.4,134.7,10.5,0.22,8.28,104.9,Poor
Mumbai,2015-11-24,162.5,435.6,65.9,128.4,93.6,24.5,9.94,52.1,154.7,18.25,12.59,9.97,435.0,Satisfactory
Chennai,2015-11-24,251.0,80.8,152.0,32.7,233.9,17.3,5.7,19.2,54.8,0.62,12.54,5.94,339.0,Satisfactory
Kolkata,2015-11-24,120.4,65.4,44.3,120.1,122.7,16.5,4.52,68.6,185.0,13.28,24.63,7.82,268.7,Moderate
Bangalore,2015-11-24,397.8,523.7,29.1,122.9,82.7,19.5,6.86,67.7,191.9,19.22,20.68,0.97,273.8,Poor
Delhi,2015-11-25,407.0,563.2,117.9,125.3,32.6,43.1,9.97,44.4,134.4,4.97,16.98,1.3,18.4,Poor
Mumbai,2015-11-25,17.7,115.2,0.9,69.7,12.6,15.0,4.84,64.7,36.5,16.24,23.99,3.2,283.4,Moderate
Chennai,2015-11-25,50.1,55.3,167.0,146.2,116.8,13.4,0.27,86.6,140.7,16.28,9.81,4.6,0.3,Severe
Kolkata,2015-11-25,170.2,401.0,161.6,25.4,186.3,37.1,5.93,14.1,93.8,16.29,10.88,1.72,377.1,Severe
Bangalore,2015-11-25,157.3,301.9,115.3,99.4,169.5,42.5,6.39,27.7,98.6,15.73,22.88,6.69,340.7,Satisfactory
Delhi,2015-11-26,42.1,596.7,76.9,8.9,42.2,4.5,1.2,62.8,83.5,1.8,29.93,8.43,476.4,Severe
Mumbai,2015-11-26,376.0,553.3,119.8,104.0,57.6,6.2,2.84,98.5,94.9,6.53,28.12,5.98,90.0,Very Poor
Chennai,2015-11-26,256.9,329.2,51.8,147.0,50.7,47.9,3.37,73.9,93.2,14.47,13.94,3.67,4.7,Good
Kolkata,2015-11-26,422.2,593.3,90.0,89.1,68.5,8.2,8.02,11.6,177.2,10.21,17.97,6.83,459.0,Satisfactory
Bangalore,2015-11-26,243.4,149.4,15.4,127.5,218.1,20.7,6.83,14.3,161.6,5.19,9.61,4.5,462.9,Moderate
Delhi,2015-11-27,196.1,126.5,188.4,26.8,193.4,18.4,2.12,1.0,186.7,16.38,19.18,8.16,185.5,Very Poor
Mumbai,2015-11-27,390.9,13.3,20.4,35.9,133.8,27.1,3.5,33.6,89.9,17.08,3.32,7.19,45.1,Very Poor
Chennai,2015-11-27,394.3,326.2,6.1,75.4,75.4,33.9,1.64,36.0,171.4,13.77,4.78,2.17,131.1,Moderate
Kolkata,2015-11-27,244.1,245.5,187.0,2.9,76.6,24.9,2.32,23.6,92.0,12.31,22.11,0.83,468.0,Good
Bangalore,2015-11-27,359.4,112.1,194.9,11.4,140.8,17.7,4.91,67.7,151.3,9.39,2.79,3.76,203.9,Very Poor
Delhi,2015-11-28,195.1,220.4,7.0,142.1,87.0,40.4,4.54,13.4,123.7,19.65,23.24,2.7,91.2,Satisfactory
Mumbai,2015-11-28,226.7,67.0,158.8,18.3,161.3,45.3,4.52,69.9,78.8,12.37,27.53,7.56,256.2,Very Poor
Chennai,2015-11-28,52.2,75.2,29.8,121.1,213.1,18.4,7.31,47.1,3.8,18.84,12.52,2.75,451.2,Severe
Kolkata,2015-11-28,43.3,468.4,29.4,116.4,106.8,41.8,4.32,15.7,82.4,10.2,15.28,1.35,116.6,Poor
Bangalore,2015-11-28,496.2,368.1,130.1,93.7,117.8,42.7,8.23,54.1,139.6,15.21,27.43,4.9,260.1,Severe
Delhi,2015-11-29,254.6,22.5,107.6,36.4,73.7,14.9,4.8,60.5,56.8,12.91,23.42,2.08,65.8,Very Poor
Mumbai,2015-11-29,455.4,253.5,95.5,94.2,246.2,12.3,9.94,55.5,99.8,9.14,26.04,1.13,441.4,Good
Chennai,2015-11-29,150.6,1.7,81.2,130.2,224.5,10.8,9.53,20.5,114.8,12.76,9.63,6.12,454.5,Satisfactory
Kolkata,2015-11-29,66.5,523.8,142.5,128.9,130.4,15.0,0.04,21.9,178.3,7.03,25.15,3.36,97.5,Very Poor
Bangalore,2015-11-29,174.3,561.1,91.2,147.1,112.4,4.6,4.29,12.8,5.0,14.96,24.26,8.02,463.9,Moderate
Delhi,2015-11-30,196.6,305.7,139.8,103.5,52.9,44.9,3.21,94.6,111.9,19.63,7.31,3.45,110.6,Severe
Mumbai,2015-11-30,405.9,258.1,141.8,63.0,223.2,40.6,7.37,26.7,159.2,15.57,4.21,7.24,256.4,Very Poor
Chennai,2015-11-30,484.1,168.2,104.3,111.0,74.0,6.1,4.69,17.2,155.4,2.58,5.06,2.46,191.7,Very Poor
Kolkata,2015-11-30,25.3,149.3,65.4,40.9,90.2,14.1,5.69,69.4,88.9,1.1,29.53,7.37,25.5,Poor
Bangalore,2015-11-30,187.4,409.7,18.4,107.4,241.4,17.8,4.43,47.1,1.8,3.7,7.02,3.63,365.6,Poor
Delhi,2015-12-01,197.6,260.4,177.0,52.3,135.9,5.3,7.89,1.1,12.9,7.69,16.59,0.37,101.5,Severe
Mumbai,2015-12-01,235.5,203.3,87.3,129.3,194.2,39.5,2.81,83.7,49.3,2.7,25.85,5.43,371.4,Poor
Chennai,2015-12-01,340.1,257.6,198.7,53.5,42.2,5.2,9.9,58.2,27.8,16.94,11.54,5.65,487.0,Poor
Kolkata,2015-12-01,127.7,409.8,98.0,40.6,4.9,16.2,1.8,97.4,75.2,6.22,27.75,8.72,160.5,Good
Bangalore,2015-12-01,378.9,530.9,58.0,23.5,6.2,28.6,2.51,25.9,54.0,0.39,1.14,6.58,110.2,Good
Delhi,2015-12-02,370.9,3.5,49.5,11.6,228.4,8.6,5.93,44.5,122.4,14.24,22.13,6.32,450.6,Severe
Mumbai,2015-12-02,305.2,595.3,192.2,69.9,81.2,7.8,2.8,84.1,3.5,5.38,19.41,0.25,491.2,Severe
Chennai,2015-12-02,19.5,498.1,145.9,130.6,85.0,3.7,0.54,37.6,196.1,6.24,5.3,2.61,208.5,Moderate
Kolkata,2015-12-02,312.2,144.3,33.3,68.1,89.4,12.9,1.28,70.9,136.4,9.31,1.35,6.85,299.3,Very Poor
Bangalore,2015-12-02,99.4,220.1,10.9,106.8,148.5,1.9,8.86,9.3,2.8,5.04,23.54,9.68,311.9,Very Poor
Delhi,2015-12-03,394.8,555.9,50.0,5.3,229.3,18.7,9.27,76.9,17.5,17.14,8.5,3.12,76.9,Very Poor
Mumbai,2015-12-03,53.9,264.6,33.3,143.8,43.5,9.4,5.38,54.9,132.1,4.23,17.31,0.87,286.0,Moderate
Chennai,2015-12-03,111.7,487.4,62.0,52.1,59.7,47.4,9.84,33.5,110.9,19.68,17.95,7.53,430.6,Good
Kolkata,2015-12-03,128.6,292.4,29.4,99.7,31.5,23.6,7.58,39.4,39.0,12.41,24.96,8.83,238.3,Poor
Bangalore,2015-12-03,482.4,483.0,141.5,120.4,98.5,14.2,5.95,21.1,14.8,18.64,9.6,7.3,336.1,Severe
Delhi,2015-12-04,438.5,13.9,115.5,96.9,37.1,17.7,4.55,24.2,121.0,10.62,10.28,2.44,323.9,Moderate
Mumbai,2015-12-04,351.0,389.3,97.3,88.0,135.2,20.3,7.75,66.7,1.9,5.31,20.03,5.67,232.5,Poor
Chennai,2015-12-04,73.8,459.6,107.3,54.6,15.7,32.5,5.62,71.4,164.5,12.9,18.44,5.75,475.3,Satisfactory
Kolkata,2015-12-04,115.4,458.2,186.1,73.5,195.3,38.9,0.49,5.8,12.9,1.31,11.62,8.14,236.6,Satisfactory
Bangalore,2015-12-04,493.4,490.9,51.3,85.1,144.9,23.2,6.35,65.7,149.6,5.55,16.1,6.48,204.5,Satisfactory
Delhi,2015-12-05,411.3,396.3,97.2,80.6,140.4,6.3,4.48,11.5,132.3,4.84,0.74,7.69,484.9,Moderate
Mumbai,2015-12-05,22.2,225.6,155.6,86.6,227.9,46.6,8.15,76.9,199.5,2.83,24.73,1.42,121.2,Very Poor
Chennai,2015-12-05,334.8,291.9,194.3,67.2,94.3,18.1,4.51,40.4,97.6,6.69,0.37,7.39,239.9,Good
Kolkata,2015-12-05,59.2,546.2,127.1,126.5,39.1,0.6,6.74,58.9,141.9,19.17,29.85,6.87,46.7,Very Poor
Bangalore,2015-12-05,12.6,441.1,15.6,26.9,165.6,14.1,5.09,90.6,155.2,2.6,25.23,4.76,449.7,Very Poor
Delhi,2015-12-06,241.4,22.2,102.0,112.9,74.6,4.3,7.13,13.8,62.7,12.05,17.03,7.49,476.2,Severe
Mumbai,2015-12-06,89.7,127.4,60.1,139.4,165.5,1.0,5.15,10.1,28.1,1.92,22.4,3.21,227.2,Good
Chennai,2015-12-06,113.6,247.0,99.7,61.6,187.1,9.2,7.02,63.1,194.0,19.96,23.07,7.18,496.0,Poor
Kolkata,2015-12-06,367.7,107.1,88.2,79.7,16.7,1.5,5.29,88.4,69.4,18.46,20.51,1.42,110.4,Moderate
Bangalore,2015-12-06,491.0,435.5,98.8,75.6,227.2,5.9,4.54,51.6,155.1,7.42,29.41,3.12,82.8,Satisfactory
Delhi,2015-12-07,11.1,297.6,143.5,85.6,246.0,49.8,6.48,46.1,124.6,9.57,24.64,3.17,257.6,Satisfactory
Mumbai,2015-12-07,246.6,90.0,46.7,130.8,164.4,23.2,0.39,62.4,160.3,16.21,14.24,5.88,439.4,Good
Chennai,2015-12-07,109.5,349.8,41.1,50.2,203.0,12.8,8.95,82.8,103.6,0.15,20.07,7.87,194.5,Very Poor
Kolkata,2015-12-07,393.8,44.2,50.5,77.7,117.3,14.7,6.87,18.1,105.8,5.36,13.53,7.6,148.3,Moderate
Bangalore,2015-12-07,389.6,559.6,163.7,138.4,207.1,32.2,7.35,77.8,156.3,11.0,0.57,7.92,410.7,Severe
Delhi,2015-12-08,363.8,331.2,4.8,105.2,194.2,4.7,4.89,48.4,55.3,6.07,14.5,5.15,342.8,Satisfactory
Mumbai,2015-12-08,418.1,252.1,199.2,43.5,98.1,48.9,7.65,12.3,134.4,3.78,19.99,8.21,126.8,Satisfactory
Chennai,2015-12-08,203.2,31.4,104.9,12.6,130.1,31.6,6.65,76.5,127.8,11.05,0.94,5.36,268.8,Good
Kolkata,2015-12-08,371.6,347.6,139.8,69.0,103.3,34.5,6.01,62.8,67.4,12.54,17.71,4.63,146.4,Good
Bangalore,2015-12-08,484.5,10.2,76.4,84.2,135.2,43.3,2.63,8.2,127.7,19.97,23.78,1.99,440.8,Satisfactory
Delhi,2015-12-09,404.3,22.6,178.8,89.9,27.5,33.4,4.57,12.4,175.1,9.55,6.18,8.97,118.7,Good
Mumbai,2015-12-09,236.0,158.2,143.4,6.6,194.2,2.1,5.21,79.1,8.0,11.91,13.27,3.6,242.6,Moderate
Chennai,2015-12-09,263.5,535.3,30.6,23.5,153.1,10.5,3.44,9.1,34.0,2.2,27.83,3.28,61.7,Poor
Kolkata,2015-12-09,360.5,38.6,168.4,57.6,49.1,10.8,2.96,47.6,53.5,9.39,26.71,5.36,292.7,Very Poor
Bangalore,2015-12-09,451.5,392.6,149.6,12.1,162.7,16.6,5.0,41.1,31.7,18.46,24.27,3.26,268.8,Very Poor
Delhi,2015-12-10,50.3,539.3,192.8,91.1,18.5,0.8,6.58,47.6,40.2,14.18,6.87,0.82,267.2,Satisfactory
Mumbai,2015-12-10,299.2,451.7,1.3,109.1,54.5,18.5,9.78,18.3,95.1,10.11,23.63,2.52,194.5,Satisfactory
Chennai,2015-12-10,51.4,477.9,117.7,135.9,123.7,19.2,4.98,75.6,117.9,3.36,13.98,9.16,306.6,Satisfactory
Kolkata,2015-12-10,51.1,391.4,100.9,20.8,114.8,1.9,9.12,47.0,20.6,9.69,10.09,0.8,94.9,Moderate
Bangalore,2015-12-10,328.0,437.2,180.8,127.6,34.9,32.2,6.46,86.8,180.1,4.37,7.41,6.73,315.7,Satisfactory
Delhi,2015-12-11,163.1,573.4,123.6,113.6,63.3,15.2,5.3,67.7,74.3,7.0,2.91,3.59,89.2,Satisfactory
